"uri","name","author_name","author_movement","genre"
"http://dbpedia.org/resource/Toilers_of_the_Sea","Toilers of the Sea","Victor Hugo","Romanticism","Novel",""
"http://dbpedia.org/resource/Eugene_Onegin","Eugene Onegin","Alexander Pushkin","Romanticism","Novel",""
"http://dbpedia.org/resource/Bracebridge_Hall","Bracebridge Hall","Washington Irving","Romanticism","Novel",""
"http://dbpedia.org/resource/The_Four-Gated_City","The Four-Gated City","Doris Lessing","Socialism","Novel",""
"http://dbpedia.org/resource/The_Four-Gated_City","The Four-Gated City","Doris Lessing","Sufism","Novel",""
"http://dbpedia.org/resource/Khasakkinte_Itihasam","Khasakkinte Itihasam","O. V. Vijayan","Magic realism","Novel",""
"http://dbpedia.org/resource/One_Hundred_Years_of_Solitude","One Hundred Years of Solitude","Gabriel García Márquez","Magic realism","Novel",""
"http://dbpedia.org/resource/In_the_Year_of_Jubilee","In the Year of Jubilee","George Gissing","Naturalism (literature)","Novel",""
"http://dbpedia.org/resource/Denzil_Quarrier","Denzil Quarrier","George Gissing","Naturalism (literature)","Novel",""
"http://dbpedia.org/resource/Will_Warburton","Will Warburton","George Gissing","Naturalism (literature)","Novel",""
"http://dbpedia.org/resource/New_Grub_Street","New Grub Street","George Gissing","Naturalism (literature)","Novel",""
"http://dbpedia.org/resource/O_Ateneu","O Ateneu","Raul Pompeia","Naturalism (literature)","Novel",""
"http://dbpedia.org/resource/Jude_the_Obscure","Jude the Obscure","Thomas Hardy","Naturalism (literature)","Novel",""
"http://dbpedia.org/resource/Tartarin_of_Tarascon","Tartarin of Tarascon","Alphonse Daudet","Naturalism (literature)","Novel",""
"http://dbpedia.org/resource/A_Hologram_for_the_King","A Hologram for the King","Dave Eggers","New Sincerity","Novel",""
"http://dbpedia.org/resource/You_Shall_Know_Our_Velocity","You Shall Know Our Velocity","Dave Eggers","New Sincerity","Novel",""
"http://dbpedia.org/resource/The_Valley_of_the_Squinting_Windows","The Valley of the Squinting Windows","Brinsley MacNamara","Irish Literary Revival","Novel",""
"http://dbpedia.org/resource/On_Beauty","On Beauty","Zadie Smith","Hysterical realism","Novel",""
"http://dbpedia.org/resource/NW_(novel)","NW (novel)","Zadie Smith","Hysterical realism","Novel",""
"http://dbpedia.org/resource/Read_Between_the_Lies","Read Between the Lies","Lori Bryant-Woolridge","Chick lit","Novel",""
"http://dbpedia.org/resource/Cat_and_Mouse_(novella)","Cat and Mouse (novella)","Günter Grass","Vergangenheitsbewältigung","Novel",""
"http://dbpedia.org/resource/Crabwalk","Crabwalk","Günter Grass","Vergangenheitsbewältigung","Novel",""
"http://dbpedia.org/resource/The_Call_of_the_Toad","The Call of the Toad","Günter Grass","Vergangenheitsbewältigung","Novel",""
"http://dbpedia.org/resource/Dog_Years_(novel)","Dog Years (novel)","Günter Grass","Vergangenheitsbewältigung","Novel",""
"http://dbpedia.org/resource/Dream_Story","Dream Story","Arthur Schnitzler","Decadent movement","Novel",""
"http://dbpedia.org/resource/The_Western_Lands","The Western Lands","William S. Burroughs","Beat Generation","Novel",""
"http://dbpedia.org/resource/Naked_Lunch","Naked Lunch","William S. Burroughs","Beat Generation","Novel",""
"http://dbpedia.org/resource/Cities_of_the_Red_Night","Cities of the Red Night","William S. Burroughs","Beat Generation","Novel",""
"http://dbpedia.org/resource/Dead_Fingers_Talk","Dead Fingers Talk","William S. Burroughs","Beat Generation","Novel",""
"http://dbpedia.org/resource/One_Hundred_Years_of_Solitude","One Hundred Years of Solitude","Gabriel García Márquez","Latin American Boom","Novel",""
"http://dbpedia.org/resource/The_Promised_Land_(novel)","The Promised Land (novel)","Władysław Reymont","Young Poland","Novel",""
"http://dbpedia.org/resource/Dubrovsky_(novel)","Dubrovsky (novel)","Alexander Pushkin","Literary realism","Novel",""
"http://dbpedia.org/resource/Le_Contrat_de_mariage","Le Contrat de mariage","Honoré de Balzac","Literary realism","Novel",""
"http://dbpedia.org/resource/Eugene_Onegin","Eugene Onegin","Alexander Pushkin","Literary realism","Novel",""
"http://dbpedia.org/resource/O_Ateneu","O Ateneu","Raul Pompeia","Literary realism","Novel",""
"http://dbpedia.org/resource/On_Beauty","On Beauty","Zadie Smith","Realism (arts)","Novel",""
"http://dbpedia.org/resource/Poison_(Kielland_novel)","Poison (Kielland novel)","Alexander Kielland","Realism (arts)","Novel",""
"http://dbpedia.org/resource/The_Easter_Parade","The Easter Parade","Richard Yates (novelist)","Realism (arts)","Novel",""
"http://dbpedia.org/resource/Disturbing_the_Peace_(novel)","Disturbing the Peace (novel)","Richard Yates (novelist)","Realism (arts)","Novel",""
"http://dbpedia.org/resource/A_Good_School","A Good School","Richard Yates (novelist)","Realism (arts)","Novel",""
"http://dbpedia.org/resource/Naalukettu_(novel)","Naalukettu (novel)","M. T. Vasudevan Nair","Realism (arts)","Novel",""
"http://dbpedia.org/resource/NW_(novel)","NW (novel)","Zadie Smith","Realism (arts)","Novel",""
"http://dbpedia.org/resource/O_Ateneu","O Ateneu","Raul Pompeia","Impressionism (literature)","Novel",""
"http://dbpedia.org/resource/The_Red_Widow_Murders","The Red Widow Murders","John Dickson Carr","Golden Age of Detective Fiction","Novel",""
"http://dbpedia.org/resource/Behind_the_Crimson_Blind","Behind the Crimson Blind","John Dickson Carr","Golden Age of Detective Fiction","Novel",""
"http://dbpedia.org/resource/He_Wouldn't_Kill_Patience","He Wouldn't Kill Patience","John Dickson Carr","Golden Age of Detective Fiction","Novel",""
"http://dbpedia.org/resource/And_So_to_Murder","And So to Murder","John Dickson Carr","Golden Age of Detective Fiction","Novel",""
"http://dbpedia.org/resource/A_Hologram_for_the_King","A Hologram for the King","Dave Eggers","Post-postmodernism","Novel",""
"http://dbpedia.org/resource/You_Shall_Know_Our_Velocity","You Shall Know Our Velocity","Dave Eggers","Post-postmodernism","Novel",""
"http://dbpedia.org/resource/Laughter_in_the_Dark_(novel)","Laughter in the Dark (novel)","Vladimir Nabokov","Literary modernism","Novel",""
"http://dbpedia.org/resource/Eleanor_Rigby_(novel)","Eleanor Rigby (novel)","Douglas Coupland","Literary modernism","Novel",""
"http://dbpedia.org/resource/All_Families_Are_Psychotic","All Families Are Psychotic","Douglas Coupland","Literary modernism","Novel",""
"http://dbpedia.org/resource/Generation_X:_Tales_for_an_Accelerated_Culture","Generation X: Tales for an Accelerated Culture","Douglas Coupland","Literary modernism","Novel",""
"http://dbpedia.org/resource/Girlfriend_in_a_Coma_(novel)","Girlfriend in a Coma (novel)","Douglas Coupland","Literary modernism","Novel",""
"http://dbpedia.org/resource/Shampoo_Planet","Shampoo Planet","Douglas Coupland","Literary modernism","Novel",""
"http://dbpedia.org/resource/This_Sweet_Sickness","This Sweet Sickness","Patricia Highsmith","Literary modernism","Novel",""
"http://dbpedia.org/resource/Hey_Nostradamus!","Hey Nostradamus!","Douglas Coupland","Literary modernism","Novel",""
"http://dbpedia.org/resource/Generation_A","Generation A","Douglas Coupland","Literary modernism","Novel",""
"http://dbpedia.org/resource/Almanac_of_the_Dead","Almanac of the Dead","Leslie Marmon Silko","Native American Renaissance","Novel",""
"http://dbpedia.org/resource/Sunset_Song","Sunset Song","Lewis Grassic Gibbon","Scottish Renaissance","Novel",""
"http://dbpedia.org/resource/The_Four-Gated_City","The Four-Gated City","Doris Lessing","Philosophical skepticism","Novel",""
"http://dbpedia.org/resource/Omensetter's_Luck","Omensetter's Luck","William H. Gass","Metafiction","Novel",""
"http://dbpedia.org/resource/The_Fatwa_Girl","The Fatwa Girl","Akbar Agha","Postcolonial literature","Novel",""
"http://dbpedia.org/resource/No_Longer_Human","No Longer Human","Osamu Dazai","Buraiha","Novel",""
"http://dbpedia.org/resource/Kapalkundala","Kapalkundala","Bankim Chandra Chattopadhyay","Bengali renaissance","Novel",""
"http://dbpedia.org/resource/Devi_Chaudhurani","Devi Chaudhurani","Bankim Chandra Chattopadhyay","Bengali renaissance","Novel",""
"http://dbpedia.org/resource/Durgeshnandini","Durgeshnandini","Bankim Chandra Chattopadhyay","Bengali renaissance","Novel",""
"http://dbpedia.org/resource/Americana_(novel)","Americana (novel)","Don DeLillo","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Cosmopolis_(novel)","Cosmopolis (novel)","Don DeLillo","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Laughter_in_the_Dark_(novel)","Laughter in the Dark (novel)","Vladimir Nabokov","Postmodern literature","Novel",""
"http://dbpedia.org/resource/The_Spinal_Cord_Perception","The Spinal Cord Perception","Josh Dies","Postmodern literature","Novel",""
"http://dbpedia.org/resource/The_History_of_Love","The History of Love","Nicole Krauss","Postmodern literature","Novel",""
"http://dbpedia.org/resource/The_Twenty-Second_Day","The Twenty-Second Day","Muhammad Aladdin","Postmodern literature","Novel",""
"http://dbpedia.org/resource/A_Hologram_for_the_King","A Hologram for the King","Dave Eggers","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Vapor_(novel)","Vapor (novel)","Amanda Filipacchi","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Eleanor_Rigby_(novel)","Eleanor Rigby (novel)","Douglas Coupland","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Amazons_(novel)","Amazons (novel)","Don DeLillo","Postmodern literature","Novel",""
"http://dbpedia.org/resource/The_Western_Lands","The Western Lands","William S. Burroughs","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Running_Dog_(novel)","Running Dog (novel)","Don DeLillo","Postmodern literature","Novel",""
"http://dbpedia.org/resource/The_Cosmology_of_Bing","The Cosmology of Bing","Mitch Cullin","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Naked_Lunch","Naked Lunch","William S. Burroughs","Postmodern literature","Novel",""
"http://dbpedia.org/resource/A_Frolic_of_His_Own","A Frolic of His Own","William Gaddis","Postmodern literature","Novel",""
"http://dbpedia.org/resource/All_Families_Are_Psychotic","All Families Are Psychotic","Douglas Coupland","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Cities_of_the_Red_Night","Cities of the Red Night","William S. Burroughs","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Generation_X:_Tales_for_an_Accelerated_Culture","Generation X: Tales for an Accelerated Culture","Douglas Coupland","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Girlfriend_in_a_Coma_(novel)","Girlfriend in a Coma (novel)","Douglas Coupland","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Invisible_Monsters","Invisible Monsters","Chuck Palahniuk","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Rant_(novel)","Rant (novel)","Chuck Palahniuk","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Shampoo_Planet","Shampoo Planet","Douglas Coupland","Postmodern literature","Novel",""
"http://dbpedia.org/resource/The_Gospel_According_to_Adam","The Gospel According to Adam","Muhammad Aladdin","Postmodern literature","Novel",""
"http://dbpedia.org/resource/You_Shall_Know_Our_Velocity","You Shall Know Our Velocity","Dave Eggers","Postmodern literature","Novel",""
"http://dbpedia.org/resource/End_Zone","End Zone","Don DeLillo","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Nude_Men","Nude Men","Amanda Filipacchi","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Falling_Man_(novel)","Falling Man (novel)","Don DeLillo","Postmodern literature","Novel",""
"http://dbpedia.org/resource/The_Porcupine","The Porcupine","Julian Barnes","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Dead_Fingers_Talk","Dead Fingers Talk","William S. Burroughs","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Hey_Nostradamus!","Hey Nostradamus!","Douglas Coupland","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Generation_A","Generation A","Douglas Coupland","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Love_Creeps","Love Creeps","Amanda Filipacchi","Postmodern literature","Novel",""
"http://dbpedia.org/resource/Jude_the_Obscure","Jude the Obscure","Thomas Hardy","Victorian literature","Novel",""
"http://dbpedia.org/resource/Deo_Langkhui","Deo Langkhui","Rita Chowdhury","Assam Movement","Novel",""
"http://dbpedia.org/resource/To_Live_(novel)","To Live (novel)","Yu Hua (author)","Avant-garde","Novel",""
"http://dbpedia.org/resource/A_Dark_Night's_Passing","A Dark Night's Passing","Naoya Shiga","I Novel","Novel",""
"http://dbpedia.org/resource/No_Longer_Human","No Longer Human","Osamu Dazai","I Novel","Novel",""
"http://dbpedia.org/resource/Equal_Affections","Equal Affections","David Leavitt","LGBT literature","Novel",""
"http://dbpedia.org/resource/The_Cosmology_of_Bing","The Cosmology of Bing","Mitch Cullin","LGBT literature","Novel",""
"http://dbpedia.org/resource/Kelidar","Kelidar","Mahmoud Dowlatabadi","Persian literature","Novel",""
"http://dbpedia.org/resource/54_(novel)","54 (novel)","Wu Ming","New Italian Epic","Novel",""
"http://dbpedia.org/resource/The_Blunderer","The Blunderer","Patricia Highsmith","Literary modernism","Suspense",""
"http://dbpedia.org/resource/Pinjar_(novel)","Pinjar (novel)","Amrita Pritam","Romanticism","Social novel",""
"http://dbpedia.org/resource/The_Doll_(novel)","The Doll (novel)","Bolesław Prus","Positivism in Poland","Social novel",""
"http://dbpedia.org/resource/Z213:_Exit","Z213: Exit","Dimitris Lyacos","Postmodern literature","World literature",""
"http://dbpedia.org/resource/With_the_People_from_the_Bridge","With the People from the Bridge","Dimitris Lyacos","Postmodern literature","World literature",""
"http://dbpedia.org/resource/Make_Something_Up","Make Something Up","Chuck Palahniuk","Minimalism","Short story collection",""
"http://dbpedia.org/resource/Reheated_Cabbage","Reheated Cabbage","Irvine Welsh","Modernism","Short story collection",""
"http://dbpedia.org/resource/Reheated_Cabbage","Reheated Cabbage","Irvine Welsh","Postmodernism","Short story collection",""
"http://dbpedia.org/resource/The_Most_Beautiful_Woman_in_Town","The Most Beautiful Woman in Town","Charles Bukowski","Dirty realism","Short story collection",""
"http://dbpedia.org/resource/A_Tree_of_Night_and_Other_Stories","A Tree of Night and Other Stories","Truman Capote","Southern Gothic","Short story collection",""
"http://dbpedia.org/resource/Music_for_Chameleons","Music for Chameleons","Truman Capote","Southern Gothic","Short story collection",""
"http://dbpedia.org/resource/Bestiario","Bestiario","Julio Cortázar","Latin American Boom","Short story collection",""
"http://dbpedia.org/resource/Todos_los_fuegos_el_fuego","Todos los fuegos el fuego","Julio Cortázar","Latin American Boom","Short story collection",""
"http://dbpedia.org/resource/Bleeding_Shadows","Bleeding Shadows","Joe R. Lansdale","Splatterpunk","Short story collection",""
"http://dbpedia.org/resource/Sanctified_and_Chicken_Fried","Sanctified and Chicken Fried","Joe R. Lansdale","Splatterpunk","Short story collection",""
"http://dbpedia.org/resource/Writer_of_the_Purple_Rage","Writer of the Purple Rage","Joe R. Lansdale","Splatterpunk","Short story collection",""
"http://dbpedia.org/resource/Bumper_Crop","Bumper Crop","Joe R. Lansdale","Splatterpunk","Short story collection",""
"http://dbpedia.org/resource/Lost_Lansdale_Series","Lost Lansdale Series","Joe R. Lansdale","Splatterpunk","Short story collection",""
"http://dbpedia.org/resource/High_Cotton:_Selected_Stories_of_Joe_R._Lansdale","High Cotton: Selected Stories of Joe R. Lansdale","Joe R. Lansdale","Splatterpunk","Short story collection",""
"http://dbpedia.org/resource/Make_Something_Up","Make Something Up","Chuck Palahniuk","Postmodern literature","Short story collection",""
"http://dbpedia.org/resource/The_Most_Beautiful_Woman_in_Town","The Most Beautiful Woman in Town","Charles Bukowski","Transgressive fiction","Short story collection",""
"http://dbpedia.org/resource/The_Wind_(novel)","The Wind (novel)","Dorothy Scarborough","Folklore of the United States","Texas literature",""
"http://dbpedia.org/resource/Perfume_(novel)","Perfume (novel)","Patrick Süskind","Magic realism","Absurdism",""
"http://dbpedia.org/resource/The_Bride_of_Abydos","The Bride of Abydos","Lord Byron","Romanticism","Romantic poetry",""
"http://dbpedia.org/resource/The_Giaour","The Giaour","Lord Byron","Romanticism","Romantic poetry",""
"http://dbpedia.org/resource/You_Can_Say_That_Again","You Can Say That Again","James Hadley Chase","Golden Age of Detective Fiction","Thriller (genre)",""
"http://dbpedia.org/resource/Virtual_Light","Virtual Light","William Gibson","Cyberpunk","List of science fiction novels",""
"http://dbpedia.org/resource/A_Fire_in_the_Sun","A Fire in the Sun","George Alec Effinger","Cyberpunk","List of science fiction novels",""
"http://dbpedia.org/resource/Count_Zero","Count Zero","William Gibson","Cyberpunk","List of science fiction novels",""
"http://dbpedia.org/resource/When_Gravity_Fails","When Gravity Fails","George Alec Effinger","Cyberpunk","List of science fiction novels",""
"http://dbpedia.org/resource/Budayeen_Nights","Budayeen Nights","George Alec Effinger","Cyberpunk","List of science fiction novels",""
"http://dbpedia.org/resource/The_Exile_Kiss","The Exile Kiss","George Alec Effinger","Cyberpunk","List of science fiction novels",""
"http://dbpedia.org/resource/Creatures_of_Light_and_Darkness","Creatures of Light and Darkness","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Flare_(novel)","Flare (novel)","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Damnation_Alley","Damnation Alley","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Roderick_(novel)","Roderick (novel)","John Thomas Sladek","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Tik-Tok_(novel)","Tik-Tok (novel)","John Thomas Sladek","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Deus_Irae","Deus Irae","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Donnerjack","Donnerjack","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Eye_of_Cat","Eye of Cat","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/The_Dream_Master","The Dream Master","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Triton_(novel)","Triton (novel)","Samuel R. Delany","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/The_Müller-Fokker_Effect","The Müller-Fokker Effect","John Thomas Sladek","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Today_We_Choose_Faces","Today We Choose Faces","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/They_Fly_at_Çiron","They Fly at Çiron","Samuel R. Delany","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/334_(novel)","334 (novel)","Thomas M. Disch","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Dhalgren","Dhalgren","Samuel R. Delany","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/To_Die_in_Italbar","To Die in Italbar","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Stars_in_My_Pocket_Like_Grains_of_Sand","Stars in My Pocket Like Grains of Sand","Samuel R. Delany","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Psychoshop","Psychoshop","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Isle_of_the_Dead_(Zelazny_novel)","Isle of the Dead (Zelazny novel)","Roger Zelazny","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Nova_(novel)","Nova (novel)","Samuel R. Delany","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Babel-17","Babel-17","Samuel R. Delany","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Camp_Concentration","Camp Concentration","Thomas M. Disch","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Virtual_Light","Virtual Light","William Gibson","Steampunk","List of science fiction novels",""
"http://dbpedia.org/resource/Count_Zero","Count Zero","William Gibson","Steampunk","List of science fiction novels",""
"http://dbpedia.org/resource/Nova_Express","Nova Express","William S. Burroughs","Beat Generation","List of science fiction novels",""
"http://dbpedia.org/resource/Ratner's_Star","Ratner's Star","Don DeLillo","Postmodern literature","List of science fiction novels",""
"http://dbpedia.org/resource/Nova_Express","Nova Express","William S. Burroughs","Postmodern literature","List of science fiction novels",""
"http://dbpedia.org/resource/The_Dead_Father","The Dead Father","Donald Barthelme","Postmodern literature","List of science fiction novels",""
"http://dbpedia.org/resource/Virtual_Light","Virtual Light","William Gibson","Cyberpunk derivatives","List of science fiction novels",""
"http://dbpedia.org/resource/Count_Zero","Count Zero","William Gibson","Cyberpunk derivatives","List of science fiction novels",""
"http://dbpedia.org/resource/Veniss_Underground","Veniss Underground","Jeff VanderMeer","New Weird","List of science fiction novels",""
"http://dbpedia.org/resource/The_Space_Vampires","The Space Vampires","Colin Wilson","Angry young men","List of science fiction novels",""
"http://dbpedia.org/resource/The_Mind_Parasites","The Mind Parasites","Colin Wilson","Angry young men","List of science fiction novels",""
"http://dbpedia.org/resource/The_Tunnel_(novel)","The Tunnel (novel)","William H. Gass","Postmodernism","Metafiction",""
"http://dbpedia.org/resource/The_Tunnel_(novel)","The Tunnel (novel)","William H. Gass","Metafiction","Metafiction",""
"http://dbpedia.org/resource/The_Bad_Seed","The Bad Seed","William March","Lost Generation","Psychological horror",""
"http://dbpedia.org/resource/The_Seven_Who_Were_Hanged","The Seven Who Were Hanged","Leonid Andreyev","Realism (arts)","Psychological horror",""
"http://dbpedia.org/resource/The_Dream_Songs","The Dream Songs","John Berryman","Confessional poetry","American poetry",""
"http://dbpedia.org/resource/1982,_Janine","1982, Janine","Alasdair Gray","Postmodern literature","Erotic literature",""
"http://dbpedia.org/resource/The_Literature_Express","The Literature Express","Lasha Bugadze","Postmodernism","Grotesque",""
"http://dbpedia.org/resource/The_Yage_Letters","The Yage Letters","William S. Burroughs","Beat Generation","Drug culture",""
"http://dbpedia.org/resource/The_Yage_Letters","The Yage Letters","William S. Burroughs","Postmodern literature","Drug culture",""
"http://dbpedia.org/resource/Os_Lusíadas","Os Lusíadas","Luís de Camões","Classicism","Epico",""
"http://dbpedia.org/resource/The_Architecture_of_Fear","The Architecture of Fear","Kathryn Cramer","Hard science fiction","Fantasy",""
"http://dbpedia.org/resource/Jack_of_Shadows","Jack of Shadows","Roger Zelazny","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/Manna_from_Heaven","Manna from Heaven","Roger Zelazny","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/The_Last_Defender_of_Camelot","The Last Defender of Camelot","Roger Zelazny","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/Distant_Stars","Distant Stars","Samuel R. Delany","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/Aye,_and_Gomorrah,_and_other_stories","Aye, and Gomorrah, and other stories","Samuel R. Delany","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/Driftglass/Starshards","Driftglass/Starshards","Samuel R. Delany","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/Frost_&_Fire","Frost & Fire","Roger Zelazny","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/Unicorn_Variations","Unicorn Variations","Roger Zelazny","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/The_Last_Defender_of_Camelot_(2002_book)","The Last Defender of Camelot (2002 book)","Roger Zelazny","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/Driftglass","Driftglass","Samuel R. Delany","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/The_Complete_Nebula_Award-Winning_Fiction","The Complete Nebula Award-Winning Fiction","Samuel R. Delany","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/A_Dark_Traveling","A Dark Traveling","Roger Zelazny","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/One_of_Cleopatra's_Nights_and_Other_Fantastic_Romances","One of Cleopatra's Nights and Other Fantastic Romances","Théophile Gautier","Romanticism","Fantasy",""
"http://dbpedia.org/resource/Juniper,_Gentian,_and_Rosemary","Juniper, Gentian, and Rosemary","Pamela Dean","Contemporary fantasy","Fantasy",""
"http://dbpedia.org/resource/Out_of_the_Unknown_(collection)","Out of the Unknown (collection)","Edna Mayne Hull","Golden Age of Science Fiction","Fantasy",""
"http://dbpedia.org/resource/The_Young_Elites","The Young Elites","Marie Lu","Young-adult fiction","Fantasy",""
"http://dbpedia.org/resource/Juniper,_Gentian,_and_Rosemary","Juniper, Gentian, and Rosemary","Pamela Dean","Urban fantasy","Fantasy",""
"http://dbpedia.org/resource/A_Monster_at_Christmas","A Monster at Christmas","Thomas Canty","Fantasy","Fantasy",""
"http://dbpedia.org/resource/One_of_Cleopatra's_Nights_and_Other_Fantastic_Romances","One of Cleopatra's Nights and Other Fantastic Romances","Théophile Gautier","Parnassianism","Fantasy",""
"http://dbpedia.org/resource/Juniper,_Gentian,_and_Rosemary","Juniper, Gentian, and Rosemary","Pamela Dean","Fantasy of manners","Fantasy",""
"http://dbpedia.org/resource/The_Last_Dragonslayer","The Last Dragonslayer","Jasper Fforde","Postmodern literature","Fantasy",""
"http://dbpedia.org/resource/The_Song_of_the_Quarkbeast","The Song of the Quarkbeast","Jasper Fforde","Postmodern literature","Fantasy",""
"http://dbpedia.org/resource/The_Fourth_Bear","The Fourth Bear","Jasper Fforde","Postmodern literature","Fantasy",""
"http://dbpedia.org/resource/The_Grass_Harp","The Grass Harp","Truman Capote","Southern Gothic","Southern literature",""
"http://dbpedia.org/resource/Children_on_Their_Birthdays_(short_story)","Children on Their Birthdays (short story)","Truman Capote","Southern Gothic","Southern literature",""
"http://dbpedia.org/resource/The_Autobiography_of_an_Ex-Colored_Man","The Autobiography of an Ex-Colored Man","James Weldon Johnson","Harlem Renaissance","African-American literature",""
"http://dbpedia.org/resource/Flight:_A_Quantum_Fiction_Novel","Flight: A Quantum Fiction Novel","Vanna Bonta","Quantum fiction","Conspiracy fiction",""
"http://dbpedia.org/resource/Dilvish,_the_Damned","Dilvish, the Damned","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Bring_Me_the_Head_of_Prince_Charming","Bring Me the Head of Prince Charming","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/The_Chronicles_of_Amber_(omnibus)","The Chronicles of Amber (omnibus)","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/The_Courts_of_Chaos","The Courts of Chaos","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/The_Guns_of_Avalon","The Guns of Avalon","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/The_Hand_of_Oberon","The Hand of Oberon","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/The_Mask_of_Loki","The Mask of Loki","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Blood_of_Amber","Blood of Amber","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Sign_of_Chaos","Sign of Chaos","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Trumps_of_Doom","Trumps of Doom","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Nine_Princes_in_Amber","Nine Princes in Amber","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Sign_of_the_Unicorn","Sign of the Unicorn","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/The_Changing_Land","The Changing Land","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Changeling_(novel)","Changeling (novel)","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Lord_Demon","Lord Demon","Roger Zelazny","New Wave science fiction","Fantasy literature",""
"http://dbpedia.org/resource/Madwand","Madwand","Roger Zelazny","New Wave science fiction","Fantasy literature",""
